subject,analyze,Condition,Session,response_n,irt_n,StartTimeOfResponse,IRT,rnf_in_IRI,ReinforcerCutOFF
1,exclude,pfPaired,Test,1,0,53.13,0,0,0
1,exclude,pfPaired,Test,2,1,94.58,41.45,0,0
1,exclude,pfPaired,Test,3,2,111.43,16.85,0,0
1,exclude,pfPaired,Test,4,3,111.94,0.51,0,0
1,exclude,pfPaired,Test,5,4,114.2,2.26,0,0
1,exclude,pfPaired,Test,6,5,117.66,3.46,0,0
1,exclude,pfPaired,Test,7,6,169.27,51.61,0,0
1,exclude,pfPaired,Test,8,7,266.39,97.12,0,0
1,exclude,pfPaired,Test,9,8,267.17,0.78,0,0
1,exclude,pfPaired,Test,10,9,275.63,8.46,0,0
1,exclude,pfPaired,Test,11,10,278.06,2.43,0,0
1,exclude,pfPaired,Test,12,11,278.69,0.63,0,0
1,exclude,pfPaired,Test,13,12,287.39,8.7,0,0
1,exclude,pfPaired,Test,14,13,289.56,2.17,0,0
1,exclude,pfPaired,Test,15,14,290.11,0.55,0,0
1,exclude,pfPaired,Test,16,15,321.98,31.87,0,0
1,exclude,pfPaired,Test,17,16,328.03,6.05,0,0
1,exclude,pfPaired,Test,18,17,376.93,48.9,0,0
1,exclude,pfPaired,Test,19,18,441.55,64.62,0,0
1,exclude,pfPaired,Test,19,19,441.55,158.45,0,1
9,include,noUnpaired,Test,1,0,2.79,0,0,0
9,include,noUnpaired,Test,2,1,3.64,0.85,0,0
9,include,noUnpaired,Test,3,2,4.74,1.1,0,0
9,include,noUnpaired,Test,4,3,6.46,1.72,0,0
9,include,noUnpaired,Test,5,4,6.68,0.22,0,0
9,include,noUnpaired,Test,6,5,7.11,0.43,0,0
9,include,noUnpaired,Test,7,6,7.42,0.31,0,0
9,include,noUnpaired,Test,8,7,9.92,2.5,0,0
9,include,noUnpaired,Test,9,8,11.98,2.06,0,0
9,include,noUnpaired,Test,10,9,25.97,13.99,0,0
9,include,noUnpaired,Test,11,10,26.48,0.51,0,0
9,include,noUnpaired,Test,12,11,26.72,0.24,0,0
9,include,noUnpaired,Test,13,12,54.92,28.2,0,0
9,include,noUnpaired,Test,14,13,55.27,0.35,0,0
9,include,noUnpaired,Test,15,14,55.44,0.17,0,0
9,include,noUnpaired,Test,16,15,55.6,0.16,0,0
9,include,noUnpaired,Test,17,16,56.36,0.76,0,0
9,include,noUnpaired,Test,18,17,56.49,0.13,0,0
9,include,noUnpaired,Test,19,18,64.77,8.28,0,0
9,include,noUnpaired,Test,20,19,64.97,0.2,0,0
9,include,noUnpaired,Test,21,20,65.14,0.17,0,0
9,include,noUnpaired,Test,22,21,65.8,0.66,0,0
9,include,noUnpaired,Test,23,22,93.87,28.07,0,0
9,include,noUnpaired,Test,24,23,94.11,0.24,0,0
9,include,noUnpaired,Test,25,24,94.35,0.24,0,0
9,include,noUnpaired,Test,26,25,94.52,0.17,0,0
9,include,noUnpaired,Test,27,26,94.75,0.23,0,0
9,include,noUnpaired,Test,28,27,95.14,0.39,0,0
9,include,noUnpaired,Test,29,28,95.62,0.48,0,0
9,include,noUnpaired,Test,30,29,95.79,0.17,0,0
9,include,noUnpaired,Test,31,30,96.13,0.34,0,0
9,include,noUnpaired,Test,32,31,96.61,0.48,0,0
9,include,noUnpaired,Test,33,32,96.91,0.3,0,0
9,include,noUnpaired,Test,34,33,98.06,1.15,0,0
9,include,noUnpaired,Test,35,34,98.63,0.57,0,0
9,include,noUnpaired,Test,36,35,99.23,0.6,0,0
9,include,noUnpaired,Test,37,36,100.72,1.49,0,0
9,include,noUnpaired,Test,38,37,101.07,0.35,0,0
9,include,noUnpaired,Test,39,38,102.94,1.87,0,0
9,include,noUnpaired,Test,40,39,122.82,19.88,0,0
9,include,noUnpaired,Test,41,40,127.21,4.39,0,0
9,include,noUnpaired,Test,42,41,127.43,0.22,0,0
9,include,noUnpaired,Test,43,42,127.58,0.15,0,0
9,include,noUnpaired,Test,44,43,131.75,4.17,0,0
9,include,noUnpaired,Test,45,44,132.43,0.68,0,0
9,include,noUnpaired,Test,46,45,132.61,0.18,0,0
9,include,noUnpaired,Test,47,46,132.76,0.15,0,0
9,include,noUnpaired,Test,48,47,133.86,1.1,0,0
9,include,noUnpaired,Test,49,48,135.41,1.55,0,0
9,include,noUnpaired,Test,50,49,135.71,0.3,0,0
9,include,noUnpaired,Test,51,50,148.26,12.55,0,0
9,include,noUnpaired,Test,52,51,157.81,9.55,0,0
9,include,noUnpaired,Test,53,52,158.58,0.77,0,0
9,include,noUnpaired,Test,54,53,169.9,11.32,0,0
9,include,noUnpaired,Test,55,54,170.05,0.15,0,0
9,include,noUnpaired,Test,56,55,181.56,11.51,0,0
9,include,noUnpaired,Test,57,56,182.01,0.45,0,0
9,include,noUnpaired,Test,58,57,188.87,6.86,0,0
9,include,noUnpaired,Test,59,58,228.55,39.68,0,0
9,include,noUnpaired,Test,60,59,231.4,2.85,0,0
9,include,noUnpaired,Test,61,60,231.86,0.46,0,0
9,include,noUnpaired,Test,62,61,249.15,17.29,0,0
9,include,noUnpaired,Test,63,62,249.59,0.44,0,0
9,include,noUnpaired,Test,64,63,251.01,1.42,0,0
9,include,noUnpaired,Test,65,64,256.55,5.54,0,0
9,include,noUnpaired,Test,66,65,261.01,4.46,0,0
9,include,noUnpaired,Test,67,66,266.21,5.2,0,0
9,include,noUnpaired,Test,68,67,280.63,14.42,0,0
9,include,noUnpaired,Test,69,68,285.44,4.81,0,0
9,include,noUnpaired,Test,70,69,288.37,2.93,0,0
9,include,noUnpaired,Test,71,70,308.66,20.29,0,0
9,include,noUnpaired,Test,72,71,313.06,4.4,0,0
9,include,noUnpaired,Test,73,72,408.71,95.65,0,0
9,include,noUnpaired,Test,74,73,417.35,8.64,0,0
9,include,noUnpaired,Test,75,74,421.83,4.48,0,0
9,include,noUnpaired,Test,76,75,441.43,19.6,0,0
9,include,noUnpaired,Test,77,76,476.17,34.74,0,0
9,include,noUnpaired,Test,78,77,480.7,4.53,0,0
9,include,noUnpaired,Test,79,78,495.88,15.18,0,0
9,include,noUnpaired,Test,80,79,498.09,2.21,0,0
9,include,noUnpaired,Test,81,80,499.61,1.52,0,0
9,include,noUnpaired,Test,82,81,500.13,0.52,0,0
9,include,noUnpaired,Test,83,82,500.98,0.85,0,0
9,include,noUnpaired,Test,84,83,501.27,0.29,0,0
9,include,noUnpaired,Test,85,84,502.04,0.77,0,0
9,include,noUnpaired,Test,86,85,502.85,0.81,0,0
9,include,noUnpaired,Test,87,86,503.41,0.56,0,0
9,include,noUnpaired,Test,88,87,503.8,0.39,0,0
9,include,noUnpaired,Test,89,88,504.06,0.26,0,0
9,include,noUnpaired,Test,90,89,506,1.94,0,0
9,include,noUnpaired,Test,91,90,506.31,0.31,0,0
9,include,noUnpaired,Test,92,91,508.31,2,0,0
9,include,noUnpaired,Test,93,92,512.5,4.19,0,0
9,include,noUnpaired,Test,94,93,533.36,20.86,0,0
9,include,noUnpaired,Test,95,94,537.8,4.44,0,0
9,include,noUnpaired,Test,96,95,538.8,1,0,0
9,include,noUnpaired,Test,97,96,539.86,1.06,0,0
9,include,noUnpaired,Test,98,97,552.79,12.93,0,0
9,include,noUnpaired,Test,99,98,553.41,0.62,0,0
9,include,noUnpaired,Test,100,99,559.18,5.77,0,0
9,include,noUnpaired,Test,101,100,582.4,23.22,0,0
9,include,noUnpaired,Test,102,101,594.59,12.19,0,0
9,include,noUnpaired,Test,103,102,599.23,4.64,0,0
9,include,noUnpaired,Test,104,103,599.78,0.55,0,0
9,include,noUnpaired,Test,104,104,599.78,0.22,0,1
17,include,pfUnpaired,Test,1,0,39.89,0,0,0
17,include,pfUnpaired,Test,2,1,61.19,21.3,0,0
17,include,pfUnpaired,Test,3,2,61.77,0.58,0,0
17,include,pfUnpaired,Test,4,3,62.97,1.2,0,0
17,include,pfUnpaired,Test,5,4,64.08,1.11,0,0
17,include,pfUnpaired,Test,6,5,90.97,26.89,0,0
17,include,pfUnpaired,Test,7,6,91.35,0.38,0,0
17,include,pfUnpaired,Test,8,7,92.4,1.05,0,0
17,include,pfUnpaired,Test,9,8,93.8,1.4,0,0
17,include,pfUnpaired,Test,10,9,101.12,7.32,0,0
17,include,pfUnpaired,Test,11,10,119.45,18.33,0,0
17,include,pfUnpaired,Test,12,11,120.12,0.67,0,0
17,include,pfUnpaired,Test,13,12,126.93,6.81,0,0
17,include,pfUnpaired,Test,14,13,127.39,0.46,0,0
17,include,pfUnpaired,Test,15,14,132.49,5.1,0,0
17,include,pfUnpaired,Test,16,15,143.29,10.8,0,0
17,include,pfUnpaired,Test,17,16,143.98,0.69,0,0
17,include,pfUnpaired,Test,18,17,144.34,0.36,0,0
17,include,pfUnpaired,Test,19,18,172.68,28.34,0,0
17,include,pfUnpaired,Test,20,19,217.82,45.14,0,0
17,include,pfUnpaired,Test,21,20,220.66,2.84,0,0
17,include,pfUnpaired,Test,22,21,222.24,1.58,0,0
17,include,pfUnpaired,Test,23,22,234.32,12.08,0,0
17,include,pfUnpaired,Test,24,23,263.46,29.14,0,0
17,include,pfUnpaired,Test,25,24,305.06,41.6,0,0
17,include,pfUnpaired,Test,26,25,315.95,10.89,0,0
17,include,pfUnpaired,Test,27,26,316.51,0.56,0,0
17,include,pfUnpaired,Test,28,27,328.41,11.9,0,0
17,include,pfUnpaired,Test,29,28,369.23,40.82,0,0
17,include,pfUnpaired,Test,30,29,410.03,40.8,0,0
17,include,pfUnpaired,Test,31,30,429.24,19.21,0,0
17,include,pfUnpaired,Test,32,31,433.46,4.22,0,0
17,include,pfUnpaired,Test,33,32,434.22,0.76,0,0
17,include,pfUnpaired,Test,34,33,435.32,1.1,0,0
17,include,pfUnpaired,Test,35,34,437.53,2.21,0,0
17,include,pfUnpaired,Test,36,35,487.12,49.59,0,0
17,include,pfUnpaired,Test,37,36,527.97,40.85,0,0
17,include,pfUnpaired,Test,38,37,532.45,4.48,0,0
17,include,pfUnpaired,Test,39,38,542.52,10.07,0,0
17,include,pfUnpaired,Test,40,39,543.24,0.72,0,0
17,include,pfUnpaired,Test,41,40,570,26.76,0,0
17,include,pfUnpaired,Test,42,41,599.32,29.32,0,0
17,include,pfUnpaired,Test,42,42,599.32,0.68,0,1
25,exclude,noPaired,Test,1,0,23.95,0,0,0
25,exclude,noPaired,Test,2,1,26.42,2.47,0,0
25,exclude,noPaired,Test,3,2,115.4,88.98,0,0
25,exclude,noPaired,Test,4,3,115.62,0.22,0,0
25,exclude,noPaired,Test,5,4,115.92,0.3,0,0
25,exclude,noPaired,Test,6,5,116.56,0.64,0,0
25,exclude,noPaired,Test,7,6,116.69,0.13,0,0
25,exclude,noPaired,Test,8,7,116.83,0.14,0,0
25,exclude,noPaired,Test,9,8,117.11,0.28,0,0
25,exclude,noPaired,Test,10,9,117.53,0.42,0,0
25,exclude,noPaired,Test,11,10,117.99,0.46,0,0
25,exclude,noPaired,Test,12,11,118.22,0.23,0,0
25,exclude,noPaired,Test,13,12,118.45,0.23,0,0
25,exclude,noPaired,Test,14,13,120.92,2.47,0,0
25,exclude,noPaired,Test,15,14,121.41,0.49,0,0
25,exclude,noPaired,Test,16,15,147.61,26.2,0,0
25,exclude,noPaired,Test,17,16,147.82,0.21,0,0
25,exclude,noPaired,Test,18,17,148.41,0.59,0,0
25,exclude,noPaired,Test,19,18,148.57,0.16,0,0
25,exclude,noPaired,Test,20,19,149.28,0.71,0,0
25,exclude,noPaired,Test,21,20,149.62,0.34,0,0
25,exclude,noPaired,Test,22,21,183.57,33.95,0,0
25,exclude,noPaired,Test,23,22,184.04,0.47,0,0
25,exclude,noPaired,Test,24,23,184.29,0.25,0,0
25,exclude,noPaired,Test,25,24,187.62,3.33,0,0
25,exclude,noPaired,Test,26,25,188.01,0.39,0,0
25,exclude,noPaired,Test,27,26,189,0.99,0,0
25,exclude,noPaired,Test,28,27,189.13,0.13,0,0
25,exclude,noPaired,Test,29,28,189.96,0.83,0,0
25,exclude,noPaired,Test,30,29,190.35,0.39,0,0
25,exclude,noPaired,Test,31,30,190.52,0.17,0,0
25,exclude,noPaired,Test,32,31,192.07,1.55,0,0
25,exclude,noPaired,Test,33,32,254.64,62.57,0,0
25,exclude,noPaired,Test,34,33,255.33,0.69,0,0
25,exclude,noPaired,Test,35,34,256.11,0.78,0,0
25,exclude,noPaired,Test,36,35,256.25,0.14,0,0
25,exclude,noPaired,Test,37,36,256.87,0.62,0,0
25,exclude,noPaired,Test,38,37,258.72,1.85,0,0
25,exclude,noPaired,Test,39,38,259.73,1.01,0,0
25,exclude,noPaired,Test,40,39,260.14,0.41,0,0
25,exclude,noPaired,Test,41,40,268.05,7.91,0,0
25,exclude,noPaired,Test,42,41,348.62,80.57,0,0
25,exclude,noPaired,Test,43,42,474.67,126.05,0,0
25,exclude,noPaired,Test,44,43,474.99,0.32,0,0
25,exclude,noPaired,Test,45,44,475.98,0.99,0,0
25,exclude,noPaired,Test,46,45,510.01,34.03,0,0
25,exclude,noPaired,Test,46,46,510.01,89.99,0,1
2,exclude,noPaired,Test,1,0,1.79,0,0,0
2,exclude,noPaired,Test,2,1,4.4,2.61,0,0
2,exclude,noPaired,Test,3,2,6.67,2.27,0,0
2,exclude,noPaired,Test,4,3,7.83,1.16,0,0
2,exclude,noPaired,Test,5,4,14.98,7.15,0,0
2,exclude,noPaired,Test,6,5,16.2,1.22,0,0
2,exclude,noPaired,Test,7,6,19.29,3.09,0,0
2,exclude,noPaired,Test,8,7,21.65,2.36,0,0
2,exclude,noPaired,Test,9,8,22.3,0.65,0,0
2,exclude,noPaired,Test,10,9,29.77,7.47,0,0
2,exclude,noPaired,Test,11,10,31.88,2.11,0,0
2,exclude,noPaired,Test,12,11,32.9,1.02,0,0
2,exclude,noPaired,Test,13,12,35.51,2.61,0,0
2,exclude,noPaired,Test,14,13,36.8,1.29,0,0
2,exclude,noPaired,Test,15,14,41.84,5.04,0,0
2,exclude,noPaired,Test,16,15,43.97,2.13,0,0
2,exclude,noPaired,Test,17,16,44.62,0.65,0,0
2,exclude,noPaired,Test,18,17,45.33,0.71,0,0
2,exclude,noPaired,Test,19,18,47.28,1.95,0,0
2,exclude,noPaired,Test,20,19,49.06,1.78,0,0
2,exclude,noPaired,Test,21,20,52.22,3.16,0,0
2,exclude,noPaired,Test,22,21,54.13,1.91,0,0
2,exclude,noPaired,Test,23,22,56.15,2.02,0,0
2,exclude,noPaired,Test,24,23,57.75,1.6,0,0
2,exclude,noPaired,Test,25,24,59.31,1.56,0,0
2,exclude,noPaired,Test,26,25,86.85,27.54,0,0
2,exclude,noPaired,Test,27,26,88.01,1.16,0,0
2,exclude,noPaired,Test,28,27,90.68,2.67,0,0
2,exclude,noPaired,Test,29,28,91.86,1.18,0,0
2,exclude,noPaired,Test,30,29,92.68,0.82,0,0
2,exclude,noPaired,Test,31,30,94.39,1.71,0,0
2,exclude,noPaired,Test,32,31,95.25,0.86,0,0
2,exclude,noPaired,Test,33,32,95.8,0.55,0,0
2,exclude,noPaired,Test,34,33,97.48,1.68,0,0
2,exclude,noPaired,Test,35,34,98.29,0.81,0,0
2,exclude,noPaired,Test,36,35,99.13,0.84,0,0
2,exclude,noPaired,Test,37,36,100.72,1.59,0,0
2,exclude,noPaired,Test,38,37,101.4,0.68,0,0
2,exclude,noPaired,Test,39,38,102.09,0.69,0,0
2,exclude,noPaired,Test,40,39,102.47,0.38,0,0
2,exclude,noPaired,Test,41,40,115.62,13.15,0,0
2,exclude,noPaired,Test,42,41,116.78,1.16,0,0
2,exclude,noPaired,Test,43,42,120.31,3.53,0,0
2,exclude,noPaired,Test,44,43,121.67,1.36,0,0
2,exclude,noPaired,Test,45,44,122.18,0.51,0,0
2,exclude,noPaired,Test,46,45,124.14,1.96,0,0
2,exclude,noPaired,Test,47,46,126.69,2.55,0,0
2,exclude,noPaired,Test,48,47,128.55,1.86,0,0
2,exclude,noPaired,Test,49,48,129.51,0.96,0,0
2,exclude,noPaired,Test,50,49,135.14,5.63,0,0
2,exclude,noPaired,Test,51,50,137,1.86,0,0
2,exclude,noPaired,Test,52,51,138.93,1.93,0,0
2,exclude,noPaired,Test,53,52,141.16,2.23,0,0
2,exclude,noPaired,Test,54,53,141.77,0.61,0,0
2,exclude,noPaired,Test,55,54,142.13,0.36,0,0
2,exclude,noPaired,Test,56,55,143.49,1.36,0,0
2,exclude,noPaired,Test,57,56,144.77,1.28,0,0
2,exclude,noPaired,Test,58,57,145.41,0.64,0,0
2,exclude,noPaired,Test,59,58,147.17,1.76,0,0
2,exclude,noPaired,Test,60,59,149.29,2.12,0,0
2,exclude,noPaired,Test,61,60,151.01,1.72,0,0
2,exclude,noPaired,Test,62,61,155.63,4.62,0,0
2,exclude,noPaired,Test,63,62,170.37,14.74,0,0
2,exclude,noPaired,Test,64,63,171.7,1.33,0,0
2,exclude,noPaired,Test,65,64,173.03,1.33,0,0
2,exclude,noPaired,Test,66,65,174.08,1.05,0,0
2,exclude,noPaired,Test,67,66,177.39,3.31,0,0
2,exclude,noPaired,Test,68,67,185.62,8.23,0,0
2,exclude,noPaired,Test,69,68,201.04,15.42,0,0
2,exclude,noPaired,Test,70,69,202.11,1.07,0,0
2,exclude,noPaired,Test,71,70,202.94,0.83,0,0
2,exclude,noPaired,Test,72,71,203.09,0.15,0,0
2,exclude,noPaired,Test,73,72,204.03,0.94,0,0
2,exclude,noPaired,Test,74,73,204.8,0.77,0,0
2,exclude,noPaired,Test,75,74,206.73,1.93,0,0
2,exclude,noPaired,Test,76,75,210.97,4.24,0,0
2,exclude,noPaired,Test,77,76,211.71,0.74,0,0
2,exclude,noPaired,Test,78,77,216.79,5.08,0,0
2,exclude,noPaired,Test,79,78,224.75,7.96,0,0
2,exclude,noPaired,Test,80,79,234.31,9.56,0,0
2,exclude,noPaired,Test,81,80,237.59,3.28,0,0
2,exclude,noPaired,Test,82,81,246.79,9.2,0,0
2,exclude,noPaired,Test,83,82,248,1.21,0,0
2,exclude,noPaired,Test,84,83,248.44,0.44,0,0
2,exclude,noPaired,Test,85,84,250.59,2.15,0,0
2,exclude,noPaired,Test,86,85,252.85,2.26,0,0
2,exclude,noPaired,Test,87,86,253.27,0.42,0,0
2,exclude,noPaired,Test,88,87,254.87,1.6,0,0
2,exclude,noPaired,Test,89,88,256.19,1.32,0,0
2,exclude,noPaired,Test,90,89,259.07,2.88,0,0
2,exclude,noPaired,Test,91,90,259.43,0.36,0,0
2,exclude,noPaired,Test,92,91,260.13,0.7,0,0
2,exclude,noPaired,Test,93,92,262.1,1.97,0,0
2,exclude,noPaired,Test,94,93,262.73,0.63,0,0
2,exclude,noPaired,Test,95,94,263.31,0.58,0,0
2,exclude,noPaired,Test,96,95,264.83,1.52,0,0
2,exclude,noPaired,Test,97,96,265.5,0.67,0,0
2,exclude,noPaired,Test,98,97,267.12,1.62,0,0
2,exclude,noPaired,Test,99,98,267.72,0.6,0,0
2,exclude,noPaired,Test,100,99,272.45,4.73,0,0
2,exclude,noPaired,Test,101,100,275.79,3.34,0,0
2,exclude,noPaired,Test,102,101,280.31,4.52,0,0
2,exclude,noPaired,Test,103,102,295.53,15.22,0,0
2,exclude,noPaired,Test,104,103,296.7,1.17,0,0
2,exclude,noPaired,Test,105,104,301.45,4.75,0,0
2,exclude,noPaired,Test,106,105,309.06,7.61,0,0
2,exclude,noPaired,Test,107,106,314.96,5.9,0,0
2,exclude,noPaired,Test,108,107,316.11,1.15,0,0
2,exclude,noPaired,Test,109,108,323.53,7.42,0,0
2,exclude,noPaired,Test,110,109,337.33,13.8,0,0
2,exclude,noPaired,Test,111,110,340.02,2.69,0,0
2,exclude,noPaired,Test,112,111,341.68,1.66,0,0
2,exclude,noPaired,Test,113,112,343.23,1.55,0,0
2,exclude,noPaired,Test,114,113,344.97,1.74,0,0
2,exclude,noPaired,Test,115,114,348.69,3.72,0,0
2,exclude,noPaired,Test,116,115,350.45,1.76,0,0
2,exclude,noPaired,Test,117,116,353,2.55,0,0
2,exclude,noPaired,Test,118,117,356.41,3.41,0,0
2,exclude,noPaired,Test,119,118,358.39,1.98,0,0
2,exclude,noPaired,Test,120,119,367.79,9.4,0,0
2,exclude,noPaired,Test,121,120,461.16,93.37,0,0
2,exclude,noPaired,Test,122,121,463.57,2.41,0,0
2,exclude,noPaired,Test,123,122,521.7,58.13,0,0
2,exclude,noPaired,Test,124,123,526.47,4.77,0,0
2,exclude,noPaired,Test,125,124,527,0.53,0,0
2,exclude,noPaired,Test,126,125,528.86,1.86,0,0
2,exclude,noPaired,Test,127,126,531.93,3.07,0,0
2,exclude,noPaired,Test,128,127,556.78,24.85,0,0
2,exclude,noPaired,Test,129,128,559.76,2.98,0,0
2,exclude,noPaired,Test,129,129,559.76,40.24,0,1
10,include,pfUnpaired,Test,1,0,1.76,0,0,0
10,include,pfUnpaired,Test,2,1,10.48,8.72,0,0
10,include,pfUnpaired,Test,3,2,12.81,2.33,0,0
10,include,pfUnpaired,Test,4,3,13.01,0.2,0,0
10,include,pfUnpaired,Test,5,4,26.51,13.5,0,0
10,include,pfUnpaired,Test,6,5,27.02,0.51,0,0
10,include,pfUnpaired,Test,7,6,27.37,0.35,0,0
10,include,pfUnpaired,Test,8,7,31.15,3.78,0,0
10,include,pfUnpaired,Test,9,8,47.82,16.67,0,0
10,include,pfUnpaired,Test,10,9,60.94,13.12,0,0
10,include,pfUnpaired,Test,11,10,62.08,1.14,0,0
10,include,pfUnpaired,Test,12,11,71.39,9.31,0,0
10,include,pfUnpaired,Test,13,12,71.83,0.44,0,0
10,include,pfUnpaired,Test,14,13,72.08,0.25,0,0
10,include,pfUnpaired,Test,15,14,78.82,6.74,0,0
10,include,pfUnpaired,Test,16,15,80.44,1.62,0,0
10,include,pfUnpaired,Test,17,16,80.83,0.39,0,0
10,include,pfUnpaired,Test,18,17,91.23,10.4,0,0
10,include,pfUnpaired,Test,19,18,108.42,17.19,0,0
10,include,pfUnpaired,Test,20,19,120.91,12.49,0,0
10,include,pfUnpaired,Test,21,20,122.86,1.95,0,0
10,include,pfUnpaired,Test,22,21,123.47,0.61,0,0
10,include,pfUnpaired,Test,23,22,125.29,1.82,0,0
10,include,pfUnpaired,Test,24,23,152.08,26.79,0,0
10,include,pfUnpaired,Test,25,24,152.76,0.68,0,0
10,include,pfUnpaired,Test,26,25,155.55,2.79,0,0
10,include,pfUnpaired,Test,27,26,156.4,0.85,0,0
10,include,pfUnpaired,Test,28,27,171.26,14.86,0,0
10,include,pfUnpaired,Test,29,28,186.88,15.62,0,0
10,include,pfUnpaired,Test,30,29,190.11,3.23,0,0
10,include,pfUnpaired,Test,31,30,225.91,35.8,0,0
10,include,pfUnpaired,Test,32,31,226.58,0.67,0,0
10,include,pfUnpaired,Test,33,32,245.3,18.72,0,0
10,include,pfUnpaired,Test,34,33,261.58,16.28,0,0
10,include,pfUnpaired,Test,35,34,299.12,37.54,0,0
10,include,pfUnpaired,Test,36,35,300.36,1.24,0,0
10,include,pfUnpaired,Test,37,36,316.9,16.54,0,0
10,include,pfUnpaired,Test,38,37,332.45,15.55,0,0
10,include,pfUnpaired,Test,39,38,332.84,0.39,0,0
10,include,pfUnpaired,Test,40,39,336.53,3.69,0,0
10,include,pfUnpaired,Test,41,40,337.07,0.54,0,0
10,include,pfUnpaired,Test,42,41,337.18,0.11,0,0
10,include,pfUnpaired,Test,43,42,337.59,0.41,0,0
10,include,pfUnpaired,Test,44,43,341.92,4.33,0,0
10,include,pfUnpaired,Test,45,44,354.33,12.41,0,0
10,include,pfUnpaired,Test,46,45,391.52,37.19,0,0
10,include,pfUnpaired,Test,47,46,391.88,0.36,0,0
10,include,pfUnpaired,Test,48,47,392.01,0.13,0,0
10,include,pfUnpaired,Test,49,48,392.34,0.33,0,0
10,include,pfUnpaired,Test,50,49,392.75,0.41,0,0
10,include,pfUnpaired,Test,51,50,393.01,0.26,0,0
10,include,pfUnpaired,Test,52,51,444.81,51.8,0,0
10,include,pfUnpaired,Test,53,52,445.83,1.02,0,0
10,include,pfUnpaired,Test,54,53,449.76,3.93,0,0
10,include,pfUnpaired,Test,55,54,454.49,4.73,0,0
10,include,pfUnpaired,Test,56,55,464.35,9.86,0,0
10,include,pfUnpaired,Test,57,56,466.09,1.74,0,0
10,include,pfUnpaired,Test,58,57,466.56,0.47,0,0
10,include,pfUnpaired,Test,59,58,466.87,0.31,0,0
10,include,pfUnpaired,Test,60,59,467.47,0.6,0,0
10,include,pfUnpaired,Test,61,60,467.97,0.5,0,0
10,include,pfUnpaired,Test,62,61,468.71,0.74,0,0
10,include,pfUnpaired,Test,63,62,471.3,2.59,0,0
10,include,pfUnpaired,Test,64,63,471.55,0.25,0,0
10,include,pfUnpaired,Test,65,64,473.72,2.17,0,0
10,include,pfUnpaired,Test,66,65,473.83,0.11,0,0
10,include,pfUnpaired,Test,67,66,474.57,0.74,0,0
10,include,pfUnpaired,Test,68,67,475.11,0.54,0,0
10,include,pfUnpaired,Test,69,68,475.38,0.27,0,0
10,include,pfUnpaired,Test,70,69,476.49,1.11,0,0
10,include,pfUnpaired,Test,71,70,477.15,0.66,0,0
10,include,pfUnpaired,Test,72,71,589.71,112.56,0,0
10,include,pfUnpaired,Test,72,72,589.71,10.29,0,1
18,include,noUnpaired,Test,1,0,4.75,0,0,0
18,include,noUnpaired,Test,2,1,6.14,1.39,0,0
18,include,noUnpaired,Test,3,2,8.18,2.04,0,0
18,include,noUnpaired,Test,4,3,34.35,26.17,0,0
18,include,noUnpaired,Test,5,4,35.31,0.96,0,0
18,include,noUnpaired,Test,6,5,35.89,0.58,0,0
18,include,noUnpaired,Test,7,6,58.18,22.29,0,0
18,include,noUnpaired,Test,8,7,58.81,0.63,0,0
18,include,noUnpaired,Test,9,8,59.32,0.51,0,0
18,include,noUnpaired,Test,10,9,65.4,6.08,0,0
18,include,noUnpaired,Test,11,10,65.77,0.37,0,0
18,include,noUnpaired,Test,12,11,66.2,0.43,0,0
18,include,noUnpaired,Test,13,12,66.36,0.16,0,0
18,include,noUnpaired,Test,14,13,94.24,27.88,0,0
18,include,noUnpaired,Test,15,14,95.89,1.65,0,0
18,include,noUnpaired,Test,16,15,100.87,4.98,0,0
18,include,noUnpaired,Test,17,16,107.26,6.39,0,0
18,include,noUnpaired,Test,18,17,142.98,35.72,0,0
18,include,noUnpaired,Test,19,18,145.03,2.05,0,0
18,include,noUnpaired,Test,20,19,148.2,3.17,0,0
18,include,noUnpaired,Test,21,20,149.74,1.54,0,0
18,include,noUnpaired,Test,22,21,150.59,0.85,0,0
18,include,noUnpaired,Test,23,22,152.78,2.19,0,0
18,include,noUnpaired,Test,24,23,186.58,33.8,0,0
18,include,noUnpaired,Test,25,24,188.56,1.98,0,0
18,include,noUnpaired,Test,26,25,191.71,3.15,0,0
18,include,noUnpaired,Test,27,26,191.87,0.16,0,0
18,include,noUnpaired,Test,28,27,192.19,0.32,0,0
18,include,noUnpaired,Test,29,28,192.67,0.48,0,0
18,include,noUnpaired,Test,30,29,196.73,4.06,0,0
18,include,noUnpaired,Test,31,30,243.62,46.89,0,0
18,include,noUnpaired,Test,32,31,245.32,1.7,0,0
18,include,noUnpaired,Test,33,32,245.8,0.48,0,0
18,include,noUnpaired,Test,34,33,246.22,0.42,0,0
18,include,noUnpaired,Test,35,34,246.52,0.3,0,0
18,include,noUnpaired,Test,36,35,249.55,3.03,0,0
18,include,noUnpaired,Test,37,36,250.74,1.19,0,0
18,include,noUnpaired,Test,38,37,272.47,21.73,0,0
18,include,noUnpaired,Test,39,38,287.32,14.85,0,0
18,include,noUnpaired,Test,40,39,289.61,2.29,0,0
18,include,noUnpaired,Test,41,40,289.74,0.13,0,0
18,include,noUnpaired,Test,42,41,290.25,0.51,0,0
18,include,noUnpaired,Test,43,42,293.27,3.02,0,0
